"","logFC","AveExpr","t","P.Value","adj.P.Val","B","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10"
"cg05094216",-0.02403427,0.322485655,-2.37543632465168,0.0276391036208801,0.0276391036208801,-4.7346712345501,"3",151101921,"F","II","MED12L","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg05254747",0.05924088,0.6598827,2.37531370507505,0.0276462128076308,0.0276462128076308,-4.73490848837824,"8",22223937,"R","II","SLC39A14","TSS1500","shore","TSS1500-shore","chr8:22224519-22225244",NA,NA,"","",""
"cg24345247",-0.025676745,0.1081868725,-2.3745937518608,0.027687988179152,0.027687988179152,-4.7363013716916,"6",26021916,"R","II","HIST1H4A","1stExon","shore","1stExon-shore","chr6:26021957-26022193",TRUE,NA,"","",""
"cg25013058",-0.03405092,0.118024906,-2.3742399199299,0.0277085407693742,0.0277085407693742,-4.73698583901277,"6",126102409,"R","II","","IGR","opensea","IGR-opensea","",NA,NA,"","","rs41285252"
"cg23189044",-0.009508624,0.066209751,-2.37398052933538,0.0277236166515256,0.0277236166515256,-4.73748757890484,"11",74178114,"R","II","KCNE3","5'UTR","shore","5'UTR-shore","chr11:74178175-74178801",NA,TRUE,"","",""
"cg17391877",0.07171221,0.495654425,2.37382920457772,0.0277324152182872,0.0277324152182872,-4.7377802726446,"6",41714182,"R","II","PGC","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg15563952",-0.03131419,0.165974895,-2.37348209243302,0.0277526073529493,0.0277526073529493,-4.73845162081847,"10",12110679,"R","II","DHTKD1","TSS1500","shore","TSS1500-shore","chr10:12110700-12111303",NA,NA,"","",""
"cg03271907",0.07405152,0.65939413,2.37317298626913,0.0277706000872995,0.0277706000872995,-4.73904941565825,"10",131412643,"R","II","MGMT","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg22165175",0.012678698,0.045385504,2.37316560487298,0.0277710298825734,0.0277710298825734,-4.73906369035356,"1",111148915,"R","II","KCNA2","TSS1500","shore","TSS1500-shore","chr1:111148983-111150186",TRUE,NA,"","",""
"cg26409237",0.07225315,0.577261155,2.37295982236373,0.0277830144283953,0.0277830144283953,-4.73946163796606,"4",10041000,"F","II","SLC2A9","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg14261309",-0.03719488,0.20187923,-2.37240241818432,0.027815501125285,0.027815501125285,-4.74053946401047,"1",53164287,"F","II","C1orf163","TSS1500","shore","TSS1500-shore","chr1:53163688-53164180",TRUE,NA,"","rs72668640",""
"cg24750391",0.04055899,0.171453805,2.37200057247973,0.027838943391122,0.027838943391122,-4.74131640629052,"7",95026211,"F","II","PON3","TSS1500","shore","TSS1500-shore","chr7:95025559-95026122",NA,NA,"","rs11764079",""
"cg19511844",0.020090815,0.0776606155,2.37148284952745,0.0278691725328843,0.0278691725328843,-4.74231728124873,"17",38084119,"R","II","ORMDL3","TSS1500","shore","TSS1500-shore","chr17:38083226-38084052",NA,NA,"","",""
"cg07560096",0.007350065,0.0454380455,2.37142519818355,0.0278725405993475,0.0278725405993475,-4.742428726716,"11",86383182,"F","II","ME3","5'UTR","island","5'UTR-island","chr11:86382695-86383586",NA,NA,"high-CpG:86060812-86061309","",""
"cg14367014",0.0261952800000001,0.36611243,2.37110714616287,0.0278911283970853,0.0278911283970853,-4.74304352395818,"2",203735128,"R","II","ICA1L","5'UTR","shore","5'UTR-shore","chr2:203735925-203736883",NA,NA,"","",""
"cg00546897",0.04790227,0.295807455,2.37070628352466,0.0279145722367278,0.0279145722367278,-4.74381832918277,"21",45232232,"R","II","LOC284837","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg08445039",0.008982052,0.033893071,2.37059481533369,0.0279210945295335,0.0279210945295335,-4.74403376687434,"7",32997659,"R","II","FKBP9","Body","shore","Body-shore","chr7:32996732-32997591",NA,NA,"","",""
"cg06453691",0.06232797,0.637896135,2.36975235425885,0.0279704348214433,0.0279704348214433,-4.74566183182293,"1",26218503,"R","II","STMN1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg25912717",-0.023221396,0.116644737,-2.36975139370768,0.0279704911240056,0.0279704911240056,-4.74566368791357,"1",155176951,"F","II","THBS3","Body","shore","Body-shore","chr1:155178547-155178980",NA,TRUE,"","",""
"cg12572827",0.05260437,0.717697195,2.36875724327852,0.0280288194608488,0.0280288194608488,-4.7475844774238,"12",15125509,"R","II","PDE6H","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg01110312",0.03700741,0.338553315,2.36817818559198,0.0280628456113411,0.0280628456113411,-4.74870306199368,"12",124116920,"R","II","EIF2B1","Body","shore","Body-shore","chr12:124118097-124118479",NA,NA,"","",""
"cg21076470",-0.02904822,0.18447702,-2.36774543354667,0.0280882996557326,0.0280882996557326,-4.74953892326315,"1",174992744,"R","II","MRPS14","TSS200","island","TSS200-island","chr1:174992365-174992796",NA,NA,"","",""
"cg22187630",0.007869332,0.043873603,2.36770931988972,0.0280904247922434,0.0280904247922434,-4.749608672984,"19",13616871,"F","II","CACNA1A","1stExon","island","1stExon-island","chr19:13616752-13617267",TRUE,NA,"","",""
"cg25932713",0.0570034899999999,0.639120405,2.36578638522677,0.0282037968607503,0.0282037968607503,-4.75332175807504,"3",122284563,"F","II","PARP9","TSS1500","shore","TSS1500-shore","chr3:122283002-122283594",NA,NA,"","rs3806644",""
"cg03245641",0.04274411,0.289897345,2.36561835528877,0.0282137236625778,0.0282137236625778,-4.75364613470197,"11",64703415,"R","II","GPHA2","TSS200","opensea","TSS200-opensea","",NA,TRUE,"","",""
"cg12576700",-0.038305083,0.1035317245,-2.36556108941587,0.0282171075314051,0.0282171075314051,-4.75375668175823,"9",123342680,"F","II","CDK5RAP2","TSS1500","shore","TSS1500-shore","chr9:123342126-123342513",NA,NA,"","",""
"cg02499249",-0.03797205,0.150635365,-2.36552773846057,0.0282190784291964,0.0282190784291964,-4.75382106234257,"3",25469720,"R","II","RARB","TSS200","opensea","TSS200-opensea","",NA,TRUE,"","",""
"cg22908581",0.05050655,0.274722435,2.36515162071981,0.0282413142013121,0.0282413142013121,-4.75454708368466,"12",6898975,"F","II","CD4","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg04048249",0.05511097,0.507313395,2.36419554056201,0.0282979099903031,0.0282979099903031,-4.75639231706808,"11",116700556,"F","II","APOC3","TSS200","opensea","TSS200-opensea","",NA,TRUE,"","",""
"cg16222698",-0.023548838,0.096131981,-2.36408459926443,0.0283044840336947,0.0283044840336947,-4.75660640653031,"11",114310578,"R","I","REXO2","Body","island","Body-island","chr11:114310001-114310586",NA,NA,"","",""
"cg19486271",-0.014993862,0.11129546,-2.36376907510255,0.0283231887711987,0.0283231887711987,-4.75721525988238,"11",47235900,"R","II","DDB2","TSS1500","shore","TSS1500-shore","chr11:47236404-47236933",NA,NA,"","","rs78964381"
"cg11189434",-0.026293048,0.093372544,-2.36303213561096,0.0283669202543083,0.0283669202543083,-4.75863712260981,"1",93297822,"R","II","RPL5","Body","island","Body-island","chr1:93297498-93298122",NA,NA,"","",""
"cg27310234",0.07241734,0.60993336,2.36293517718067,0.0283726786189454,0.0283726786189454,-4.75882417722275,"11",36620443,"F","II","C11orf74","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg12503243",-0.02497641,0.287585315,-2.36276766435633,0.028382629763569,0.028382629763569,-4.7591473369767,"14",45553114,"R","II","PRPF39","TSS200","shore","TSS200-shore","chr14:45553161-45553421",NA,NA,"","",""
"cg11598929",0.0204857,0.37487069,2.36257013400123,0.0283943682624921,0.0283943682624921,-4.75952838895754,"X",57313075,"R","II","FAAH2","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg06466797",0.009483029,0.0490638215,2.36245057199941,0.0284014755754325,0.0284014755754325,-4.75975902501158,"7",35735019,"F","II","HERPUD2","TSS1500","shore","TSS1500-shore","chr7:35733995-35734979",NA,NA,"","",""
"cg13206017",-0.03590388,0.20715339,-2.36225907191651,0.0284128626515928,0.0284128626515928,-4.76012841654607,"3",187388225,"F","II","SST","TSS200","shore","TSS200-shore","chr3:187387914-187388176",NA,TRUE,"","",""
"cg09273772",-0.03630237,0.186612525,-2.36205899838307,0.0284247640446251,0.0284247640446251,-4.76051432776798,"17",38574566,"R","II","TOP2A","TSS1500","shore","TSS1500-shore","chr17:38573716-38574243",NA,NA,"","",""
"cg00425792",-0.014048663,0.0976474975,-2.3616135297561,0.0284512793795195,0.0284512793795195,-4.76137350264227,"17",33905503,"R","II","PEX12","1stExon","island","1stExon-island","chr17:33905502-33905726",NA,NA,"","",""
"cg21491308",0.0539231400000001,0.45079293,2.36104761520007,0.0284849969832275,0.0284849969832275,-4.76246485021036,"19",43892826,"R","II","TEX101","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg05823029",0.07011987,0.710728745,2.36072876221497,0.0285040107777049,0.0285040107777049,-4.76307968297317,"13",114312758,"R","II","ATP4B","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg14462830",0.0639623599999999,0.5598602,2.36042116654891,0.0285223644185279,0.0285223644185279,-4.76367276444053,"6",123959184,"R","II","TRDN","TSS1500","opensea","TSS1500-opensea","",NA,TRUE,"","",""
"cg01269048",0.0531627199999999,0.46155846,2.3603621961943,0.0285258843162968,0.0285258843162968,-4.76378646142162,"6",138527542,"F","II","KIAA1244","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg04916911",-0.029185725,0.0902562615,-2.35970502568403,0.0285651375853416,0.0285651375853416,-4.76505340196113,"12",86268154,"F","II","NTS","5'UTR","opensea","5'UTR-opensea","",NA,TRUE,"","rs1800832",""
"cg13888886",-0.01967692,0.8768191,-2.35949130688605,0.0285779139409712,0.0285779139409712,-4.76546538168861,"20",55904640,"R","II","SPO11","TSS200","shore","TSS200-shore","chr20:55904668-55904976",NA,NA,"","",""
"cg02764897",0.04791982,0.45289073,2.35903153344445,0.0286054176701959,0.0286054176701959,-4.76635160293264,"21",31768311,"F","II","KRTAP13-1","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg07602200",-0.023575269,0.0990710945,-2.35873001573011,0.028623467822565,0.028623467822565,-4.76693273080384,"12",121570875,"R","II","P2RX7","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg02512860",0.03567122,0.20797552,2.35816310103026,0.0286574343512394,0.0286574343512394,-4.76802525640923,"7",100880751,"F","II","CLDN15","1stExon","opensea","1stExon-opensea","",NA,TRUE,"","",""
"cg19191401",-0.015035503,0.0597241915,-2.35788282883657,0.0286742405641966,0.0286742405641966,-4.76856532638737,"12",64238538,"F","II","SRGAP1","TSS200","shore","TSS200-shore","chr12:64237403-64238401",NA,NA,"","",""
"cg20858526",0.05883955,0.622578355,2.35786115438157,0.0286755406291568,0.0286755406291568,-4.7686070904333,"1",15765065,"R","II","CTRC","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg01968793",-0.016271477,0.1078985385,-2.3568913877972,0.0287337645145629,0.0287337645145629,-4.77047549192761,"10",101088930,"R","II","CNNM1","5'UTR","shore","5'UTR-shore","chr10:101089010-101090655",NA,NA,"","","rs61171622"
"cg25159610",-0.014579503,0.0730526185,-2.35652560616135,0.0287557541248009,0.0287557541248009,-4.77118011300963,"5",57756802,"R","I","PLK2","TSS1500","island","TSS1500-island","chr5:57755334-57756803",NA,NA,"","",""
"cg09088577",0.0576081299999999,0.696280635,2.35621163944942,0.0287746412167661,0.0287746412167661,-4.77178487163813,"4",146096074,"R","II","OTUD4","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg01804429",-0.03119155,0.244092165,-2.35523736647739,0.0288333230783094,0.0288333230783094,-4.773661214734,"4",69216077,"R","II","YTHDC1","TSS1500","shore","TSS1500-shore","chr4:69215304-69215921",NA,NA,"","",""
"cg13255629",0.0612788800000001,0.74754096,2.35481704364472,0.0288586739255238,0.0288586739255238,-4.77447057550401,"4",88752660,"R","II","MEPE","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg02856727",0.0513497600000001,0.50377254,2.35453581194888,0.0288756473184385,0.0288756473184385,-4.77501206118683,"17",61959416,"F","II","GH2","TSS200","opensea","TSS200-opensea","",TRUE,TRUE,"","",""
"cg09076123",-0.04866905,0.557897285,-2.35449830455765,0.0288779117293123,0.0288779117293123,-4.7750842754533,"1",183559527,"F","II","NCF2","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","rs35116326",""
"cg22126266",0.007771338,0.044367657,2.35388521929576,0.0289149484669913,0.0289149484669913,-4.7762645776009,"1",180199560,"F","II","LHX4","1stExon","island","1stExon-island","chr1:180198119-180204975",NA,NA,"","",""
"cg13401681",-0.030409409,0.1295789675,-2.35364178381263,0.0289296667004706,0.0289296667004706,-4.77673318771557,"X",16141609,"F","II","GRPR","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","rs78386502",""
"cg27488807",0.03461813,0.413114815,2.35334046285285,0.0289478943252586,0.0289478943252586,-4.77731318876409,"5",147691898,"R","II","SPINK7","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg25605408",0.0393814500000001,0.707088255,2.35310496444724,0.0289621475878511,0.0289621475878511,-4.77776646137053,"12",110505565,"F","II","C12orf76","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg00392257",-0.04273237,0.439574985,-2.35291626745741,0.0289735729382703,0.0289735729382703,-4.77812963507445,"1",156696747,"R","II","ISG20L2","1stExon","shore","1stExon-shore","chr1:156698111-156698916",NA,TRUE,"","",""
"cg16515820",0.006935802,0.047491449,2.35290633016974,0.0289741747433895,0.0289741747433895,-4.77814876031671,"3",114866447,"R","II","ZBTB20","TSS1500","island","TSS1500-island","chr3:114865436-114867124",NA,NA,"","",""
"cg16682903",-0.03815811,0.313424745,-2.35287493301322,0.0289760762406376,0.0289760762406376,-4.77820918679017,"2",158694670,"F","II","ACVR1","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","","rs76792409"
"cg22024657",0.07558932,0.58234824,2.35284772496414,0.0289777241275682,0.0289777241275682,-4.77826155060549,"7",122839955,"F","II","SLC13A1","1stExon","opensea","1stExon-opensea","",NA,NA,"","rs28364172",""
"cg15481539",0.0393005599999999,0.79923886,2.35280762588132,0.0289801529330039,0.0289801529330039,-4.77833872350453,"8",6913441,"R","II","DEFA5","Body","opensea","Body-opensea","",NA,NA,"","","rs61677748"
"cg23460697",0.0447373,0.5589078,2.35267973083828,0.0289879008076242,0.0289879008076242,-4.77858485961965,"16",4902898,"R","II","UBN1","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg09163317",-0.012292663,0.0870505775,-2.35206606220601,0.0290251035002307,0.0290251035002307,-4.77976576998612,"12",58027197,"F","II","B4GALNT1","TSS1500","shore","TSS1500-shore","chr12:58025661-58027056",NA,NA,"","",""
"cg09182986",-0.010429318,0.060128573,-2.35126930175143,0.0290734717894713,0.0290734717894713,-4.78129875282407,"1",40505999,"F","II","CAP1","TSS1500","island","TSS1500-island","chr1:40505411-40506703",NA,NA,"high-CpG:40278289-40279316","",""
"cg15178040",0.0531172,0.4569402,2.3506383433573,0.0291118277901016,0.0291118277901016,-4.78251252117109,"6",52711494,"R","II","GSTA5","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg23506842",-0.04067467,0.784423415,-2.35038091308216,0.0291274904411938,0.0291274904411938,-4.78300768437397,"1",202130920,"F","II","PTPN7","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg01043831",0.0693941,0.63623411,2.35021069507961,0.0291378511797893,0.0291378511797893,-4.78333507927937,"4",37962205,"F","II","TBC1D1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg03714916",-0.017985308,0.088418265,-2.34966944304274,0.0291708184906009,0.0291708184906009,-4.78437602679775,"6",36645886,"F","II","CDKN1A","TSS1500","shore","TSS1500-shore","chr6:36646244-36648465",NA,NA,"","",""
"cg20025970",0.03562807,0.405259675,2.34878213769531,0.0292249383751572,0.0292249383751572,-4.786082218342,"12",22089560,"R","II","ABCC9","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg03712843",0.04317792,0.76944421,2.34840722491368,0.0292478335415964,0.0292478335415964,-4.78680302531219,"13",39565534,"R","II","STOML3","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg12125691",-0.011358639,0.0521798425,-2.34830525920431,0.029254063251894,0.029254063251894,-4.7869990532389,"8",100906062,"R","II","COX6C","TSS200","shore","TSS200-shore","chr8:100905657-100906003",NA,NA,"","",""
"cg16367232",-0.02735761,0.216142835,-2.34811315532759,0.0292658033914078,0.0292658033914078,-4.78736835770096,"X",129040481,"R","II","UTP14A","Body","shore","Body-shore","chrX:129039750-129040152",NA,NA,"","",""
"cg02801598",-0.021454588,0.097826645,-2.34784891467214,0.0292819591847023,0.0292819591847023,-4.78787631148385,"16",66914223,"R","I","PDP2","TSS1500","island","TSS1500-island","chr16:66914167-66914782",NA,NA,"","",""
"cg05368089",-0.017386088,0.075449737,-2.34767906159576,0.0292923484356367,0.0292923484356367,-4.78820280553491,"12",53689374,"F","II","PFDN5","1stExon","island","1stExon-island","chr12:53689227-53689570",NA,NA,"","rs11541177",""
"cg24471894",-0.035518771,0.1568994145,-2.34721487855435,0.0293207581038186,0.0293207581038186,-4.78909499676952,"9",2838508,"R","II","KIAA0020","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg02879662",0.013584166,0.055597914,2.34704384041392,0.0293312326782005,0.0293312326782005,-4.78942371849264,"19",46800467,"F","I","HIF3A","Body","island","Body-island","chr19:46800053-46800603",TRUE,NA,"","",""
"cg13807496",-0.013608281,0.0709094945,-2.34670596284767,0.0293519348690186,0.0293519348690186,-4.79007305250868,"11",44332540,"R","II","ALX4","TSS1500","island","TSS1500-island","chr11:44332314-44332757",TRUE,TRUE,"","",""
"cg07347137",-0.008581557,0.0585480325,-2.34654528400491,0.0293617846099265,0.0293617846099265,-4.79038182698049,"1",53019316,"F","II","ZCCHC11","TSS1500","island","TSS1500-island","chr1:53018258-53019599",NA,NA,"","",""
"cg09658342",-0.020215533,0.1113814665,-2.34636664596205,0.0293727388540521,0.0293727388540521,-4.7907250993704,"2",70476000,"F","II","TIA1","TSS1500","island","TSS1500-island","chr2:70475427-70476151",NA,NA,"","",""
"cg26956535",0.0435380699999999,0.582064625,2.34576473918849,0.0294096761541888,0.0294096761541888,-4.79188161967542,"12",6880640,"R","II","LAG3","TSS1500","shelf","TSS1500-shelf","chr12:6882855-6883184",NA,NA,"","",""
"cg20627916",-0.0300801,0.18721644,-2.34573512852731,0.0294114943845149,0.0294114943845149,-4.79193851008285,"6",152128328,"R","II","ESR1","TSS1500","shore","TSS1500-shore","chr6:152128822-152129771",NA,NA,"","",""
"cg24469803",-0.0357256,0.21966769,-2.34536410067467,0.0294342860128424,0.0294342860128424,-4.792651324462,"10",79789416,"F","II","POLR3A","TSS200","island","TSS200-island","chr10:79789138-79789441",NA,NA,"","rs11002380",""
"cg04005701",0.10503366,0.50342689,2.34531373869816,0.0294373809250594,0.0294373809250594,-4.79274807438184,"17",1733641,"R","II","RPA1","Body","shore","Body-shore","chr17:1732834-1733612",NA,NA,"","",""
"cg22038738",0.025907992,0.085257547,2.34520844080549,0.0294438528062031,0.0294438528062031,-4.79295035737246,"8",42064673,"R","II","PLAT","5'UTR","opensea","5'UTR-opensea","",NA,TRUE,"","",""
